university,program,name,credits,mode
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Development of mixed reality applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Video game development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,3D interactive environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Visual Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Interactive visual computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Images and vision,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Mobile robotics and autonomous systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Scientific Computing & Visualization,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Management skills in IT (Section 1),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Management skills in IT (Section 2),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Strategic finance and marketing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,IT training training,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Entrepreneurship and Electronic Commerce (Section 1),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Entrepreneurship and Electronic Commerce (Section 2),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,IT GOVERNMENT,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Business Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,IT management and services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Fundamentals of Management in You,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Integration of information systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Business Process Government,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Project Management Offices (PMO),4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,TI for public sector,4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,New Digital Business ICT,4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,IT in collaborative business (B2B),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Human talent and legal aspects in you,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Digital Customer Experience,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Change management in times of digital disruption,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,You in supply chain management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,MANAGEMENT OF PRODS. Digital,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Final Project (Degree Project - Business Approach),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Entrepreneurship Project (Degree Project - Entrepreneurship Approach),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Applied Data Science,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Information analysis about Big Data,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Knowledge administration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Data strategy and leadership,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Data solutions in the cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Recommendation systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Information Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Semantic Knowledge engineering and Applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Knowledge Discovery From Social and Information Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Machine Learning analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Activity Recognition from Sequential Sensor Datasets,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Data -centered organizations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Analysis with Deep Learning,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Mastering Machine Learning,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Data automation and orchestration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Final Project,4.0,Integración
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software modeling leveling,0.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Agile software development processes,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Productivity improvement: automation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software Development Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,SW and Lin Fabricios Products,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,User experience improvement,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,SW agile architectures,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,FUNCTIONAL PROGRAMMING WITH SCALA Application,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Automatic tests,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Integrative Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,DEVOPS,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Project Management,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,IoT solution design,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Data analysis and modeling,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Design and Construction of APIS,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software metrics,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Analytitca processes,2.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Design and construction of non -monilitic applications,2.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Introduction to video game development,2.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Design Thinking,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,SW modernization,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cryptographic engineering and its application in you,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Safe infrastructure (host & network),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Defense and cybersecurity on the network,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Host security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Security models Application and standard analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,CSIRTS MANAGEMENT AND INCIDENT MANAGEMENT,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Project Management in Information Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Forensic computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cybersecurity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Modern cryptography in applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Modern cryptography in applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Offensive cybersecurity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Deciphering Bitcoin,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Quantum computing and cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Data Science For Cybersecurity,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cloud Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Master in Computational Biology (MBC),,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Master in Business Information Technology (MBIT),,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Master in Information Security (Messi),,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Master in Information Engineering (MINE),,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Master in Systems and Computer Engineering (MISIS),,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Master in Software Engineering (MISO),,
Universidad de los Andes,Maestría en Ingeniería de Software,Agile Development Processes,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Agile Software Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Fundamentals of architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Solution architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Productivity improvement: automation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software Development Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software factories and product line,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,User experience improvement,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,FUNCTIONAL PROGRAMMING WITH SCALA Application,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Automatic tests,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Applied Data Science,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Big Data analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Machine Learning Techniques: Perfomance and Applicability,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Entrepreneurship and Electronic Commerce,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Analysis with Deep Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Elective in another system of systems and computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Elective in another mastery,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Integrative Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Effective communication for architects,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Business architecture and IT strategy,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Fundamentals of architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Business architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Power People,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Architectures for new technologies,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Solution architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Information architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Infrastructure architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Security architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Business Process Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software Project Estimation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Architecting For The Cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,New Generation Architectures,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Enterprise Modeling,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Digital transformation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Intelligent Systems Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Integration architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Architecting Digital Enterprises,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Frameworks and languages ​​for architects,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Milestone Driven Agile Execution,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Big Data Architectures,,
Universidad de los Andes,Maestría en Ingeniería de Software,Technical Debt in Software Architecture,,
Universidad de los Andes,Maestría en Ingeniería de Software,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Bioinformatics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Programming Fundamentals for Biological Sciences,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Fundamentals of molecular biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Special Computational Biology Tutorial,1.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Algorithms in Computational Biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Bioinformatics applied to biodiversity studies,2.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Modeling of metabolic networks and their application in the industry,2.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Population genomic data analysis,2.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Phylogenomic,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Microbial ecology and bioinformatic analysis tools,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,High performance computing for biological sciences,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Statistics in Computational Biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,EBI tools for search and biological data analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Computer tools for metabolic engineering,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Discovering our biodiversity through data -based approaches and bioinformatics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Semiannual internship,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,INTERSEASTAL INSANTY,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,4CR thesis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Tesis 8CR,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Tesis 2 - 4 CR (4 CR),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Tesis 2 - 8 CR (8 CR),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Advanced molecular biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Multidisciplinary Design Project in Engineering,3.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Algorithms Design and Analysis,3.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Apo i - algorithmic and programming i,3.0,
Universidad de los Andes,Maestría en Ingeniería de Software,APPO II - ALGORITMIC AND PROGRAMMING II,3.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Cupi bats,0.0,
Universidad de los Andes,Maestría en Ingeniería de Software,You in organizations,3.0,
Universidad de los Andes,Maestría en Ingeniería de Software,MONITORY ENGINEERING SYSTEMS 1,0.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Algorithms analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Intelligent agents,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Formal methods algorithmic,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Artificial Intelligence and Knowledge Representation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Programming paradigms,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Concurrence and distribution,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Machine Learning Techniques,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software verification,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Natural language processing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Reinforcement Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Internet of all things,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Modern topics cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Technological Trends of Learning Support,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Next Generation Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Mobile and next -generation services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Technologies for the design of LAN and WAN communications networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Security tools and their foundations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Programing Distributed Computing Systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Advances in embedded systems and wireless communications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Semantic Web,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Knowledge Discovery In Social Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,MODEL ENGINEERING,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Development of mixed reality applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Video game development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,3D interactive environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Visual Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Interactive visual computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Images and vision,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Mobile robotics and autonomous systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Scientific Computing & Visualization,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Management skills in IT (Section 1),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Management skills in IT (Section 2),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Strategic finance and marketing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,IT training training,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Entrepreneurship and Electronic Commerce (Section 1),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Entrepreneurship and Electronic Commerce (Section 2),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,IT GOVERNMENT,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Business Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,IT management and services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Fundamentals of Management in You,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Integration of information systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Business Process Government,,
Universidad de los Andes,Maestría en Ingeniería de Software,Project Management Offices (PMO),4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Software,TI for public sector,4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Software,New Digital Business ICT,4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Software,IT in collaborative business (B2B),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Human talent and legal aspects in you,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Digital Customer Experience,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Change management in times of digital disruption,,
Universidad de los Andes,Maestría en Ingeniería de Software,You in supply chain management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,MANAGEMENT OF PRODS. Digital,,
Universidad de los Andes,Maestría en Ingeniería de Software,MANAGEMENT OF PRODS. Digital,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Final Project (Degree Project - Business Approach),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Entrepreneurship Project (Degree Project - Entrepreneurship Approach),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Applied Data Science,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Information analysis about Big Data,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Knowledge administration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Data strategy and leadership,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Data solutions in the cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Recommendation systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Information Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Semantic Knowledge engineering and Applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Knowledge Discovery From Social and Information Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Machine Learning analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Activity Recognition from Sequential Sensor Datasets,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Data -centered organizations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Data automation and orchestration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Final Project,4.0,Integración
Universidad de los Andes,Maestría en Ingeniería de Software,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software modeling leveling,0.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Agile software development processes,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Productivity improvement: automation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Software Development Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,SW and Lin Fabricios Products,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,User experience improvement,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,SW agile architectures,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,FUNCTIONAL PROGRAMMING WITH SCALA Application,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Automatic tests,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Integrative Project,4.0,Integración
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,DEVOPS,,
Universidad de los Andes,Maestría en Ingeniería de Software,Project Management,,
Universidad de los Andes,Maestría en Ingeniería de Software,IoT solution design,,
Universidad de los Andes,Maestría en Ingeniería de Software,Data analysis and modeling,,
Universidad de los Andes,Maestría en Ingeniería de Software,Design and Construction of APIS,,
Universidad de los Andes,Maestría en Ingeniería de Software,Software metrics,,
Universidad de los Andes,Maestría en Ingeniería de Software,Analytitca processes,2.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Design and construction of non -monilitic applications,2.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Introduction to video game development,2.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Design Thinking,,
Universidad de los Andes,Maestría en Ingeniería de Software,SW modernization,,
Universidad de los Andes,Maestría en Ingeniería de Software,Cryptographic engineering and its application in you,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Safe infrastructure (host & network),4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Defense and cybersecurity on the network,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Host security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Security models Application and standard analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,CSIRTS MANAGEMENT AND INCIDENT MANAGEMENT,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Project Management in Information Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Forensic computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Cybersecurity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Modern cryptography in applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Modern cryptography in applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Offensive cybersecurity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Deciphering Bitcoin,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Quantum computing and cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Data Science For Cybersecurity,,
Universidad de los Andes,Maestría en Ingeniería de Software,Cloud Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Software,Master in Computational Biology,,
Universidad de los Andes,Maestría en Ingeniería de Software,Master in Information Technology for the Business,,
Universidad de los Andes,Maestría en Ingeniería de Software,Master in Information Security,,
Universidad de los Andes,Maestría en Ingeniería de Software,Master in Information Engineering,,
Universidad de los Andes,Maestría en Ingeniería de Software,Master in Systems and Computer Engineering,,
Universidad de los Andes,Maestría en Ingeniería de Software,Master in Software Engineering,,
Universidad de los Andes,Maestría en Ingeniería de Software,Summer International School,,
Universidad de los Andes,Maestría en Ingeniería de Software,Doctorate,,
Universidad de los Andes,Maestría en Ingeniería de Software,General Information,,
Universidad de los Andes,Maestría en Ingeniería de Software,Know vacancies for your doctorate,,
Universidad de los Andes,Maestría en Ingeniería de Software,Our people,,
Universidad de los Andes,Maestría en Ingeniería de Software,Teachers and administrative,,
Universidad de los Andes,Maestría en Ingeniería de Software,Plant teachers,,
Universidad de los Andes,Maestría en Ingeniería de Software,Chair teachers,,
Universidad de los Andes,Maestría en Ingeniería de Software,Distinguished professionals,,
Universidad de los Andes,Maestría en Ingeniería de Software,Instructors,,
Universidad de los Andes,Maestría en Ingeniería de Software,Postdoctoral assistants,,
Universidad de los Andes,Maestría en Ingeniería de Software,Attached teachers,,
Universidad de los Andes,Maestría en Ingeniería de Software,General Coordinators,,
Universidad de los Andes,Maestría en Ingeniería de Software,Program coordinators,,
Universidad de los Andes,Maestría en Ingeniería de Software,Managers,,
Universidad de los Andes,Maestría en Ingeniería de Software,Support personnel,,
Universidad de los Andes,Maestría en Ingeniería de Software,Laboratory staff,,
Universidad de los Andes,Maestría en Ingeniería de Software,Students,,
Universidad de los Andes,Maestría en Ingeniería de Software,Student representatives,,
Universidad de los Andes,Maestría en Ingeniería de Software,Graduates,,
Universidad de los Andes,Maestría en Ingeniería de Software,General Information,,
Universidad de los Andes,Maestría en Ingeniería de Software,Labor offers,,
Universidad de los Andes,Maestría en Ingeniería de Software,Empreners and Innovators,,
Universidad de los Andes,Maestría en Ingeniería de Software,Investigation,,
Universidad de los Andes,Maestría en Ingeniería de Software,Groups,,
