university,program,name,credits,mode
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,en
Ghent University,Master of Computer Science Engineering,Research Internship,3.0,year
Ghent University,Master of Computer Science Engineering,Research Internship,6.0,year
Ghent University,Master of Computer Science Engineering,Industry Internship Engineering and Architecture,6.0,year
Ghent University,Master of Computer Science Engineering,Integrated Portfolio,6.0,year
Ghent University,Master of Computer Science Engineering,Integrated Portfolio,3.0,year
Ghent University,Master of Computer Science Engineering,Master's Dissertation,24.0,year
Ghent University,Master of Computer Science Engineering,Parallel Computer Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Parallel and Distributed Software Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Design of Multimedia Applications,6.0,en
Ghent University,Master of Computer Science Engineering,Research Project,3.0,en
Ghent University,Master of Computer Science Engineering,Design Project,9.0,en
Ghent University,Master of Computer Science Engineering,Mobile and Broadband Access Networks,6.0,en
Ghent University,Master of Computer Science Engineering,Information Theory,6.0,en
Ghent University,Master of Computer Science Engineering,Queueing Analysis and Simulation,6.0,en
Ghent University,Master of Computer Science Engineering,Machine Learning,6.0,en
Ghent University,Master of Computer Science Engineering,Information Security,6.0,en
Ghent University,Master of Computer Science Engineering,Reinforcement Learning,6.0,en
Ghent University,Master of Computer Science Engineering,Natural Language Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Recommender Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Deep Generative Models,4.0,en
Ghent University,Master of Computer Science Engineering,Probabilistic Graphical Models,4.0,en
Ghent University,Master of Computer Science Engineering,Computer Vision: Theory and Applications,6.0,nl
Ghent University,Master of Computer Science Engineering,Robotics,6.0,en
Ghent University,Master of Computer Science Engineering,AI Research Seminar,3.0,en
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,en
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,en
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,en
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Cognitive and Brain-Inspired Artificial Intelligence,3.0,en
Ghent University,Master of Computer Science Engineering,Speech Processing,4.0,en
Ghent University,Master of Computer Science Engineering,Database Design,4.0,nl
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,en
Ghent University,Master of Computer Science Engineering,Cloud Storage and Computing,4.0,en
Ghent University,Master of Computer Science Engineering,Big Data Algorithms,3.0,en
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,en
Ghent University,Master of Computer Science Engineering,NoSQL Databases,3.0,en
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,en
Ghent University,Master of Computer Science Engineering,Software Hacking and Protection,6.0,en
Ghent University,Master of Computer Science Engineering,Secure Software and Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Network Hacking and Protection,6.0,en
Ghent University,Master of Computer Science Engineering,Robotics,6.0,en
Ghent University,Master of Computer Science Engineering,Internet of Things,6.0,en
Ghent University,Master of Computer Science Engineering,Fundamentals of Statistical Sensor Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Autonomous Vehicle Perception,3.0,en
Ghent University,Master of Computer Science Engineering,Intelligent Robot Manipulation,3.0,en
Ghent University,Master of Computer Science Engineering,Hardware-design Project,6.0,en
Ghent University,Master of Computer Science Engineering,Sensor Based Measurement Systems,3.0,en
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,en
Ghent University,Master of Computer Science Engineering,Design Methodology for FPGAs,6.0,en
Ghent University,Master of Computer Science Engineering,Manufacturing Planning and Control,6.0,en
Ghent University,Master of Computer Science Engineering,Operations Research Models and Methods,6.0,en
Ghent University,Master of Computer Science Engineering,Quality Engineering and Industrial Statistics,6.0,en
Ghent University,Master of Computer Science Engineering,Engineering Economy,6.0,en
Ghent University,Master of Computer Science Engineering,Modelling of Physiological Systems,5.0,en
Ghent University,Master of Computer Science Engineering,From Genome to Organism,3.0,en
Ghent University,Master of Computer Science Engineering,Quantitative Cell and Tissue Analysis,6.0,en
Ghent University,Master of Computer Science Engineering,Biomaterials and Tissue Engineering,5.0,en
Ghent University,Master of Computer Science Engineering,Biomechanics,6.0,en
Ghent University,Master of Computer Science Engineering,Medical Imaging,6.0,en
Ghent University,Master of Computer Science Engineering,Design Methodology for FPGAs,6.0,en
Ghent University,Master of Computer Science Engineering,Modulation and Detection,6.0,en
Ghent University,Master of Computer Science Engineering,Analog Electronics,6.0,nl
Ghent University,Master of Computer Science Engineering,Compilers,6.0,en
Ghent University,Master of Computer Science Engineering,Signal Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Broadband cable-TV and in-home networks,,
Ghent University,Master of Computer Science Engineering,Image Processing,6.0,nl
Ghent University,Master of Computer Science Engineering,Performance Analysis of Telecommunication Systems,4.0,en
Ghent University,Master of Computer Science Engineering,Fundaments of Programming Languages,6.0,nl
Ghent University,Master of Computer Science Engineering,Advanced Modulation and Coding,4.0,en
Ghent University,Master of Computer Science Engineering,Computer Graphics,6.0,en
Ghent University,Master of Computer Science Engineering,Network Modelling and Design,4.0,en
Ghent University,Master of Computer Science Engineering,Optimisation Techniques,6.0,en
Ghent University,Master of Computer Science Engineering,Discrete Algorithms,6.0,nl
Ghent University,Master of Computer Science Engineering,Computational Challenges in Bioinformatics,6.0,en
Ghent University,Master of Computer Science Engineering,Sustainable Computing,3.0,en
Ghent University,Master of Computer Science Engineering,Quantum Computing: Architecture and Algorithms,3.0,en
Ghent University,Master of Computer Science Engineering,Reinforcement Learning,6.0,en
Ghent University,Master of Computer Science Engineering,Natural Language Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Recommender Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Deep Generative Models,4.0,en
Ghent University,Master of Computer Science Engineering,Probabilistic Graphical Models,4.0,en
Ghent University,Master of Computer Science Engineering,Computer Vision: Theory and Applications,6.0,nl
Ghent University,Master of Computer Science Engineering,Robotics,6.0,en
Ghent University,Master of Computer Science Engineering,AI Research Seminar,3.0,en
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,en
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,en
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,en
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Cognitive and Brain-Inspired Artificial Intelligence,3.0,en
Ghent University,Master of Computer Science Engineering,Speech Processing,4.0,en
Ghent University,Master of Computer Science Engineering,Database Design,4.0,nl
Ghent University,Master of Computer Science Engineering,Cloud Storage and Computing,4.0,en
Ghent University,Master of Computer Science Engineering,Big Data Algorithms,3.0,en
Ghent University,Master of Computer Science Engineering,NoSQL Databases,3.0,en
Ghent University,Master of Computer Science Engineering,Knowledge Graphs,3.0,en
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,en
Ghent University,Master of Computer Science Engineering,Software Hacking and Protection,6.0,en
Ghent University,Master of Computer Science Engineering,Secure Software and Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Network Hacking and Protection,6.0,en
Ghent University,Master of Computer Science Engineering,Internet of Things,6.0,en
Ghent University,Master of Computer Science Engineering,Fundamentals of Statistical Sensor Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Autonomous Vehicle Perception,3.0,en
Ghent University,Master of Computer Science Engineering,Intelligent Robot Manipulation,3.0,en
Ghent University,Master of Computer Science Engineering,Hardware-design Project,6.0,en
Ghent University,Master of Computer Science Engineering,Sensor Based Measurement Systems,3.0,en
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,en
Ghent University,Master of Computer Science Engineering,Research Internship,3.0,en
Ghent University,Master of Computer Science Engineering,Research Internship,6.0,en
Ghent University,Master of Computer Science Engineering,Design Methodology for FPGAs,6.0,en
Ghent University,Master of Computer Science Engineering,Modulation and Detection,6.0,en
Ghent University,Master of Computer Science Engineering,Analog Electronics,6.0,nl
Ghent University,Master of Computer Science Engineering,Compilers,6.0,en
Ghent University,Master of Computer Science Engineering,Signal Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Broadband cable-TV and in-home networks,4.0,
Ghent University,Master of Computer Science Engineering,Image Processing,6.0,nl
Ghent University,Master of Computer Science Engineering,Performance Analysis of Telecommunication Systems,4.0,en
Ghent University,Master of Computer Science Engineering,Fundaments of Programming Languages,6.0,nl
Ghent University,Master of Computer Science Engineering,Advanced Modulation and Coding,4.0,en
Ghent University,Master of Computer Science Engineering,Computer Graphics,6.0,en
Ghent University,Master of Computer Science Engineering,Network Modelling and Design,4.0,en
Ghent University,Master of Computer Science Engineering,Optimisation Techniques,6.0,en
Ghent University,Master of Computer Science Engineering,Discrete Algorithms,6.0,nl
Ghent University,Master of Computer Science Engineering,Computational Challenges in Bioinformatics,6.0,en
Ghent University,Master of Computer Science Engineering,Sustainable Computing,3.0,en
Ghent University,Master of Computer Science Engineering,Quantum Computing: Architecture and Algorithms,3.0,en
Ghent University,Master of Computer Science Engineering,Reinforcement Learning,6.0,en
Ghent University,Master of Computer Science Engineering,Natural Language Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Recommender Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Deep Generative Models,4.0,en
Ghent University,Master of Computer Science Engineering,Probabilistic Graphical Models,4.0,en
Ghent University,Master of Computer Science Engineering,Computer Vision: Theory and Applications,6.0,nl
Ghent University,Master of Computer Science Engineering,Robotics,6.0,en
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,en
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,en
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,en
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Cognitive and Brain-Inspired Artificial Intelligence,3.0,en
Ghent University,Master of Computer Science Engineering,Speech Processing,4.0,en
Ghent University,Master of Computer Science Engineering,Database Design,4.0,nl
Ghent University,Master of Computer Science Engineering,Cloud Storage and Computing,4.0,en
Ghent University,Master of Computer Science Engineering,Big Data Algorithms,3.0,en
Ghent University,Master of Computer Science Engineering,NoSQL Databases,3.0,en
Ghent University,Master of Computer Science Engineering,Knowledge Graphs,3.0,en
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,en
Ghent University,Master of Computer Science Engineering,Software Hacking and Protection,6.0,en
Ghent University,Master of Computer Science Engineering,Secure Software and Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Network Hacking and Protection,6.0,en
Ghent University,Master of Computer Science Engineering,Internet of Things,6.0,en
Ghent University,Master of Computer Science Engineering,Fundamentals of Statistical Sensor Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Autonomous Vehicle Perception,3.0,en
Ghent University,Master of Computer Science Engineering,Intelligent Robot Manipulation,3.0,en
Ghent University,Master of Computer Science Engineering,Hardware-design Project,6.0,en
Ghent University,Master of Computer Science Engineering,Sensor Based Measurement Systems,3.0,en
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,en
Ghent University,Master of Computer Science Engineering,Research Internship,3.0,en
Ghent University,Master of Computer Science Engineering,Research Internship,6.0,en
Ghent University,Master of Computer Science Engineering,Master's Dissertation,24.0,year
University of Pittsburgh,Computer Science,Computer Science,,30
University of Pittsburgh,Computer Science,CS 2000,6.0,S/N
University of Pittsburgh,Computer Science,CS 2910,3.0,S/N
University of Pittsburgh,Computer Science,CS 2900,,
University of Pittsburgh,Computer Science,CS 2905,,
University of Pittsburgh,Information Science  MS,INFSCI 2150 - INFORMATION SECURITY AND PRIVACY,,
University of Pittsburgh,Information Science  MS,INFSCI 2300 - HUMAN INFORMATION PROCESSING,,
University of Pittsburgh,Information Science  MS,INFSCI 2591 - ALGORITHM DESIGN,,
University of Pittsburgh,Information Science  MS,INFSCI 2710 - DATABASE MANAGEMENT,,
University of Pittsburgh,Information Science  MS,TELCOM 2310 - APPLICATIONS OF NETWORKS,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2020,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2030,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2083/BIOINF 2032,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2016/BIOINF 2070,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2170/CS 2750,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2230/CS 2731,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2180/CS 2770,,
University of Pittsburgh,Intelligent Systems  MS,CS 1510,,
University of Pittsburgh,Intelligent Systems  MS,CS 2150,,
University of Pittsburgh,Intelligent Systems  MS,CS 3150,,
University of Pittsburgh,Intelligent Systems  MS,BIOST 2041,,
University of Pittsburgh,Intelligent Systems  MS,BIOST 2042,,
University of Pittsburgh,Intelligent Systems  MS,BIOINF 2118,,
University of Pittsburgh,Intelligent Systems  MS,STAT 2131,,
University of Pittsburgh,Intelligent Systems  MS,STAT 2132,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2017/BIOINF 2071,,
University of Pittsburgh,Intelligent Systems  MS,ISSP 2240/INFSCI 2130,,
University of Pittsburgh,Intelligent Systems  MS,BIOINF 2121,,
University of Pittsburgh,Intelligent Systems  MS,BIOINF 2117,,
University of Pittsburgh,Intelligent Systems  MS,BIOINF 2016,,
University of Pittsburgh,Intelligent Systems  MS,BIOINF 2124,,
University of Bristol,MSc Computer Science,Object-Oriented Programming with Java,20.0,
University of Bristol,MSc Computer Science,Overview of Computer Architecture,20.0,
University of Bristol,MSc Computer Science,Overview of Software Tools,20.0,
University of Bristol,MSc Computer Science,Programming in C,30.0,
University of Bristol,MSc Computer Science,Software Engineering Discipline and Practice,30.0,
University of Bristol,MSc Computer Science,Summer Team Project,6.0,Optional
University of Bristol,MSc Computer Science,MSc Project Computer Science,6.0,Optional
University of Bristol,MSc Computer Science,MSc Computer Science,6.0,
Jilin University,Master of Computer Application,Master English one,3.0,
Jilin University,Master of Computer Application,Dialectics of nature,2.0,
Jilin University,Master of Computer Application,Socialist theory and practical research with Chinese characters,1.0,
Jilin University,Master of Computer Application,Scientific morality and academic norm,1.0,
Jilin University,Master of Computer Application,Principles of Artificial Intelligence,4.0,
Jilin University,Master of Computer Application,Calculability & Complexity,4.0,
Jilin University,Master of Computer Application,Object-Oriented Method,4.0,
Jilin University,Master of Computer Application,Knowledge model and uncertainty management,4.0,
Jilin University,Master of Computer Application,Computer graphics and image processing,4.0,
Jilin University,Master of Computer Application,Computational intelligence,4.0,
Jilin University,Master of Computer Application,Computational biology,4.0,
Jilin University,Master of Computer Application,Data communication,2.0,
Jilin University,Master of Computer Application,Evolutionary computation,2.0,
Jilin University,Master of Computer Application,Computer simulation,2.0,
Jilin University,Master of Computer Application,Computer control technology,2.0,
Jilin University,Master of Computer Application,Software project management and CMM,2.0,
Jilin University,Master of Computer Application,Program analytical technology,2.0,
Jilin University,Master of Computer Application,Programming methodology,2.0,
Jilin University,Master of Computer Application,Data mining,2.0,
Jilin University,Master of Computer Application,Molecular biology,3.0,
Jilin University,Master of Computer Application,Genomics and proteomics,3.0,
Jilin University,Master of Computer Science and Technology,Master English One,3.0,
Jilin University,Master of Computer Science and Technology,Dialectics of nature,1.0,
Jilin University,Master of Computer Science and Technology,Socialist theory and practical research with Chinese characters,2.0,
Jilin University,Master of Computer Science and Technology,Intellectual property right,1.0,
Jilin University,Master of Computer Science and Technology,Information retrieval,1.0,
Jilin University,Master of Computer Science and Technology,Scientific morality and academic norm,1.0,
Jilin University,Master of Computer Science and Technology,Principles of Artificial Intelligence,4.0,
Jilin University,Master of Computer Science and Technology,Disturbed computing system,4.0,
Jilin University,Master of Computer Science and Technology,Object-oriented method,4.0,
Jilin University,Master of Computer Science and Technology,Knowledge model and uncertainty management,4.0,
Jilin University,Master of Computer Science and Technology,Software project management and CMM,2.0,
Jilin University,Master of Computer Science and Technology,Computer control technology,2.0,
Jilin University,Master of Computer Science and Technology,Data communication,2.0,
Jilin University,Master of Computer Science and Technology,Grid computing,2.0,
Jilin University,Master of Computer Science and Technology,Computer network security,2.0,
Jilin University,Master of Computer Science and Technology,Evolutionary computation,2.0,
Jilin University,Master of Computer Science and Technology,Operating systems,2.0,
Jilin University,Master of Computer Science and Technology,Data structure,2.0,
Jilin University,Master of Computer Science and Technology,Principles of Database Systems,2.0,
Jilin University,Master of Computer Software and Theory,Master English one,3.0,
Jilin University,Master of Computer Software and Theory,Dialectics of nature,2.0,
Jilin University,Master of Computer Software and Theory,Socialist theory and practical research with Chinese characters,1.0,
Jilin University,Master of Computer Software and Theory,Scientific morality and academic norm,1.0,
Jilin University,Master of Computer Software and Theory,Principles of Artificial intelligence,4.0,
Jilin University,Master of Computer Software and Theory,Calculability & Complexity,4.0,
Jilin University,Master of Computer Software and Theory,Formal language theory,4.0,
Jilin University,Master of Computer Software and Theory,Object-Oriented Method,4.0,
Jilin University,Master of Computer Software and Theory,Model-based diagnosis,2.0,
Jilin University,Master of Computer Software and Theory,Program analytical technology,2.0,
Jilin University,Master of Computer Software and Theory,Programming methodology,2.0,
Jilin University,Master of Computer Software and Theory,Disturbed database,2.0,
Jilin University,Master of Computer Software and Theory,Data mining,2.0,
Jilin University,Master of Computer Software and Theory,Object-Oriented database theory and application,2.0,
Jilin University,Master of Computer System Architecture,Master English one,3.0,
Jilin University,Master of Computer System Architecture,Dialectics of nature,2.0,
Jilin University,Master of Computer System Architecture,Socialist theory and practical research with Chinese characters,2.0,
Jilin University,Master of Computer System Architecture,Scientific morality and academic norm,1.0,
Jilin University,Master of Computer System Architecture,Principles of Artificial intelligence,4.0,
Jilin University,Master of Computer System Architecture,Calculability & Complexity,4.0,
Jilin University,Master of Computer System Architecture,Disturbed computing system,4.0,
Jilin University,Master of Computer System Architecture,Principles of information security,4.0,
Jilin University,Master of Computer System Architecture,Fault-tolerant system,2.0,
Jilin University,Master of Computer System Architecture,Parallel computing,2.0,
Jilin University,Master of Computer System Architecture,Formal Languages and Automata Theory,2.0,
Jilin University,Master of Computer System Architecture,TCP/IP Protocol Suite,2.0,
Jilin University,Master of Computer System Architecture,Grid computing,2.0,
Jilin University,Master of Computer System Architecture,Computer network security,2.0,
Jilin University,Master of Computer System Architecture,Wireless Networks and Mobile Computing,2.0,
Jilin University,Master of Computer System Architecture,Data Mining,2.0,
Beijing Institute of Technology,Computer Science and Technology,Chinese Language,3.0,
Beijing Institute of Technology,Computer Science and Technology,Outline of China,2.0,
Beijing Institute of Technology,Computer Science and Technology,Numerical analysis,2.0,
Beijing Institute of Technology,Computer Science and Technology,Matrix analysis,2.0,
Beijing Institute of Technology,Computer Science and Technology,Science and Engineering Calculation,3.0,
Beijing Institute of Technology,Computer Science and Technology,The Foundation of Modern Mathematics,3.0,
Beijing Institute of Technology,Computer Science and Technology,Computer Science and Technology Frontier,3.0,
Beijing Institute of Technology,Computer Science and Technology,Computation,3.0,
Beijing Institute of Technology,Computer Science and Technology,Advanced Operating Systems,3.0,
Beijing Institute of Technology,Computer Science and Technology,Machine Learning and Knowledge Discovery,2.0,
Beijing Institute of Technology,Computer Science and Technology,Computer Graphics and Image Processing,3.0,
Beijing Institute of Technology,Computer Science and Technology,Web Mining,2.0,
Beijing Institute of Technology,Computer Science and Technology,Theory of Algorithms and Algorithmic complexity,3.0,
Beijing Institute of Technology,Computer Science and Technology,Social Network Analysis,2.0,
Beijing Institute of Technology,Computer Science and Technology,Image and Video Processing,2.0,
Beijing Institute of Technology,Computer Science and Technology,Content Management and Digital Library Technology,2.0,
Beijing Institute of Technology,Computer Science and Technology,Wireless Network and Mobile Computing,2.0,
Beijing Institute of Technology,Computer Science and Technology,Optimization Methods,2.0,
Beijing Institute of Technology,Computer Science and Technology,Network and Information Security,3.0,
Beijing Institute of Technology,Computer Science and Technology,Course Name,,
Southeast University,Computer Science and Technology,Introduction to China,,
Southeast University,Computer Science and Technology,Chinese Language,,
Southeast University,Computer Science and Technology,Algorithm Design and Analysis,,
Southeast University,Computer Science and Technology,Database Management System and its Implementation,,
Southeast University,Computer Science and Technology,Computer Network Architecture,,
Southeast University,Computer Science and Technology,Pattern Recognition,,
Southeast University,Computer Science and Technology,Seminar on Web Science,,
Southeast University,Computer Science and Technology,Professional Lectures,,
Southeast University,Computer Science and Technology,Advanced Algorithm Analysis,,
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Introduction to China,2.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Theory and Practice of Socialism with Chinese Characteristics,2.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Academic English for Graduate Students,4.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Chinese Language,6.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Engineering Matrix Theory,6.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Numerical Analysis,6.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Mathematical Statistics,6.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Linear System Theory,6.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Optimal Estimation and Filtering,6.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Novel Sensing Technology and Application,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Dynamic Test Signal Processing and Modeling,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Inertial and Integrated Navigation,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Dialectics of Nature,18.0,Face-to-Face Teaching
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Virtual Instrument and Measurement & Control Technology,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Micro-Nano Devices and Systems,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Wireless Sensor Network,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Embedded System Principle and Application,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Theory and Application of Satelite Navigation and Positioning Technology,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Wavelet Transform Application,6.0,All in English
Southeast University,Maestría en Ciencia e Ingeniería de la Información (Measurement and Control  Information and Computer),Academic Writing Practice,1.0,
Tianjin Universit,Master Program: Computer Technology,General Introduction to the Master Program of Computer Technology,,
Tianjin Universit,Master Program: Computer Technology,Training program for Engineering Master Degree (full time) of Computer Technology,,
Tianjin Universit,Master Program: Computer Technology,Compulsory Training Procedures,,
Tianjin Universit,Master Program: Computer Technology,Frontier Lectures,,
Tianjin Universit,Master Program: Computer Technology,Article reading and report,,
Tianjin Universit,Master Program: Computer Technology,Proposal for final thesis,,
Tianjin Universit,Master Program: Computer Technology,Mid-Term Evaluation,,
Tianjin Universit,Master Program: Computer Technology,Thesis requirements,,
Tianjin Universit,Master Program: Computer Technology,Courses and Credits,6.0,
Tianjin Universit,Master Program: Computer Technology,Foundations of Engineering Mathematics,,
Tianjin Universit,Master Program: Computer Technology,Chinese Culture 1,,
Tianjin Universit,Master Program: Computer Technology,Chinese Culture 2,,
Tianjin Universit,Master Program: Computer Technology,Chinese Language,,
Tianjin Universit,Master Program: Computer Technology,Advanced Artificial Intelligence,,
Tianjin Universit,Master Program: Computer Technology,Cryptography and Information Security,,
Tianjin Universit,Master Program: Computer Technology,Machine Learning,,
Tianjin Universit,Master Program: Computer Technology,Articles Reading and Report,,
Tianjin Universit,Master Program: Computer Technology,Proposal for final thesis,,
Tianjin Universit,Master Program: Computer Technology,Research Progress Report,,
Tianjin Universit,Master Program: Computer Technology,Mid-Term Evaluation,,
Tianjin Universit,Master Program: Computer Technology,Frontier Lectures,,
Tianjin Universit,Master Program: Computer Technology,Engineering practice,,
Tianjin Universit,Master Program: Computer Technology,High Performance Computing Practice,,
Tianjin Universit,Master Program: Computer Technology,Model Checking and Program Verification,,
Tianjin Universit,Master Program: Computer Technology,Speech Signal Processing,,
Tianjin Universit,Master Program: Computer Technology,Foundation of Software Testing,,
Tianjin Universit,Master Program: Computer Technology,Virtualization and Cloud Computing,,
Tianjin Universit,Master Program: Computer Technology,Advanced Computer Graphics,,
Tianjin Universit,Master Program: Computer Technology,Big Data Algorithms,,
Tianjin Universit,Master Program: Computer Technology,The Technologies and Applications of Internet of things,,
Tianjin Universit,Master Program: Computer Technology,Sensor and Sensing Technology,,
Tianjin Universit,Master Degree of Software Engineering,Foundations of Engineering Mathematics,,
Tianjin Universit,Master Degree of Software Engineering,Chinese Culture 1,,
Tianjin Universit,Master Degree of Software Engineering,Chinese Culture 2,,
Tianjin Universit,Master Degree of Software Engineering,Chinese Language,,
Tianjin Universit,Master Degree of Software Engineering,Software Engineering Industry Overview,,
Tianjin Universit,Master Degree of Software Engineering,Foundation of Software Testing,,
Tianjin Universit,Master Degree of Software Engineering,Modern Software Engineering,,
Tianjin Universit,Master Degree of Software Engineering,Articles Reading and Report,,
Tianjin Universit,Master Degree of Software Engineering,Proposal for final thesis,,
Tianjin Universit,Master Degree of Software Engineering,Research Progress Report,,
Tianjin Universit,Master Degree of Software Engineering,Mid-Term Evaluation,,
Tianjin Universit,Master Degree of Software Engineering,Frontier Lectures,,
Tianjin Universit,Master Degree of Software Engineering,Engineering practice,,
Tianjin Universit,Master Degree of Software Engineering,Advanced Artificial Intelligence,,
Tianjin Universit,Master Degree of Software Engineering,Advanced Computer Graphics,,
Tianjin Universit,Master Degree of Software Engineering,Foundation of Software Testing,,
Tianjin Universit,Master Degree of Software Engineering,Virtualization and Cloud Computing,,
Tianjin Universit,Master Degree of Software Engineering,Sensor and Sensing Technology,,
Tianjin Universit,Master Degree of Software Engineering,Big Data Algorithms,,
Tianjin Universit,Master Degree of Software Engineering,The Technologies and Applications of Internet of things,,
Tianjin Universit,Master Degree of Software Engineering,Cryptography and Information Security,,
Tianjin Universit,Master Degree of Software Engineering,Machine Learning,,
Tianjin Universit,Master Degree of Software Engineering,Model Checking and Program Verification,,
Tianjin Universit,Master Degree of Software Engineering,Speech Signal Processing,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Chinese Culture,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Chinese Language,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Academic Ethics Code,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Computer Network Research Key Topics,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Intelligent Science,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Selected lectures on Computer Science,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Formal Methods,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Articles Reading and Report,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Proposal for final thesis,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Research Progress Report,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Mid-Term Evaluation,,
